unidade;ano;mes;readmissoes;altas_validas;obitos;tx_readmissao
MOV;2021;5;8;713;4;0,011283497884344146
MOV;2021;6;6;679;3;0,008875739644970414
MOV;2021;7;6;681;7;0,008902077151335312
MOV;2021;8;7;752;6;0,00938337801608579
MOV;2021;9;5;672;2;0,007462686567164179
MOV;2021;10;3;601;2;0,005008347245409015
MOV;2021;11;13;657;6;0,019969278033794162
MOV;2021;12;9;648;3;0,013953488372093023
MOV;2022;1;11;586;3;0,018867924528301886
MOV;2022;2;10;581;1;0,017241379310344827
MOV;2022;3;12;678;1;0,01772525849335303
MOV;2022;4;3;589;1;0,00510204081632653
MOV;2022;5;9;686;2;0,013157894736842105
MOV;2022;6;10;667;1;0,015015015015015015
MOV;2022;7;14;687;6;0,020558002936857563
MOV;2022;8;8;619;2;0,012965964343598054
MOV;2022;9;11;618;1;0,017828200972447326
MOV;2022;10;13;594;0;0,021885521885521887
MOV;2022;11;8;618;1;0,012965964343598054
MOV;2022;12;11;678;3;0,016296296296296295
MOV;2023;1;9;648;1;0,013910355486862442
MOV;2023;2;9;622;2;0,014516129032258065
MOV;2023;3;15;756;3;0,0199203187250996
MOV;2023;4;8;658;3;0,012213740458015267
MOV;2023;5;12;669;3;0,018018018018018018
MOV;2023;6;15;728;3;0,020689655172413793
MOV;2023;7;10;689;4;0,014598540145985401
MOV;2023;8;14;705;1;0,019886363636363636
MOV;2023;9;13;672;0;0,019345238095238096
MOV;2023;10;19;737;4;0,02592087312414734
MOV;2023;11;17;711;3;0,02401129943502825
MOV;2023;12;17;747;2;0,022818791946308724
MOV;2024;1;12;677;3;0,017804154302670624
MOV;2024;2;9;721;5;0,012569832402234637
MOV;2024;3;21;823;4;0,02564102564102564
MOV;2024;4;20;743;3;0,02702702702702703
MOV;2024;5;16;767;2;0,02091503267973856
MOV;2024;6;16;672;4;0,023952095808383235
MOV;2024;7;15;698;2;0,021551724137931036
MOV;2024;8;18;686;2;0,02631578947368421
MOV;2024;9;7;759;3;0,009259259259259259
MOV;2024;10;5;655;8;0,0077279752704791345
MOV;2024;11;4;614;2;0,006535947712418301
MOV;2024;12;7;648;2;0,010835913312693499
MOV;2025;1;5;694;10;0,007309941520467836
MOV;2025;2;7;654;9;0,010852713178294573
MOV;2025;3;5;800;5;0,006289308176100629
MOV;2025;4;6;778;7;0,007782101167315175
MOV;2025;5;2;828;6;0,0024330900243309003
MOV;2025;6;5;756;8;0,0066844919786096255
MOV;2025;8;2;655;5;0,003076923076923077
MOV;2025;9;4;709;1;0,005649717514124294
MOV;2025;10;8;712;3;0,011283497884344146
MOV;2025;11;6;698;5;0,008658008658008658
MOV;2025;12;6;708;3;0,00851063829787234
MOV;2026;1;2;725;10;0,002797202797202797
MOV;2026;2;1;707;6;0,0014265335235378032
MOV;2026;3;1;394;5;0,002570694087403599
MOV;2026;5;1;252;1;0,00398406374501992
